17/02/06-23:10:06 | Phase 1 | BEGIN | Parameter initialization
17/02/06-23:26:47 | Phase 2 | < 18 , 38 > Num zeros  | 3
17/02/06-23:26:47 | Phase 2 | < 18 , 39 > NI_PLUS   | 99
17/02/06-23:26:47 | Phase 2 | < 18 , 39 > NI_MINUS   | 88
17/02/06-23:26:47 | Phase 2 | < 18 , 39 > h_plus   | 0.184845454545455
17/02/06-23:26:47 | Phase 2 | < 18 , 39 > fraction   | 1.125
17/02/06-23:26:47 | Phase 2 | < 18 , 39 > h_minus   | 0.207951136363636
17/02/06-23:26:47 | Phase 2 | < 18 , 39 > ACC[var,h]  | 0.948232323232323
17/02/06-23:26:47 | Phase 2 | < 18 , 39 > Zeros   | 0.0919488636363637, 0.278299999999998, 0.651845454545454
17/02/06-23:26:47 | Phase 2 | < 18 , 39 > Num zeros  | 3
17/02/06-23:26:47 | Phase 2 | < 18 , 40 > NI_PLUS   | 99
17/02/06-23:26:47 | Phase 2 | < 18 , 40 > NI_MINUS   | 88
17/02/06-23:26:47 | Phase 2 | < 18 , 40 > h_plus   | 0.189704545454545
17/02/06-23:26:47 | Phase 2 | < 18 , 40 > fraction   | 1.125
17/02/06-23:26:47 | Phase 2 | < 18 , 40 > h_minus   | 0.213417613636364
17/02/06-23:26:48 | Phase 2 | < 18 , 40 > ACC[var,h]  | 0.948232323232323
17/02/06-23:26:48 | Phase 2 | < 18 , 40 > Zeros   | 0.0864823863636364, 0.656704545454545
17/02/06-23:26:48 | Phase 2 | < 18 , 40 > Num zeros  | 2
17/02/06-23:26:48 | Phase 2 | < 18 , 41 > NI_PLUS   | 99
17/02/06-23:26:48 | Phase 2 | < 18 , 41 > NI_MINUS   | 88
17/02/06-23:26:48 | Phase 2 | < 18 , 41 > h_plus   | 0.194563636363636
17/02/06-23:26:48 | Phase 2 | < 18 , 41 > fraction   | 1.125
17/02/06-23:26:48 | Phase 2 | < 18 , 41 > h_minus   | 0.218884090909091
17/02/06-23:26:48 | Phase 2 | < 18 , 41 > ACC[var,h]  | 0.987373737373737
17/02/06-23:26:48 | Phase 2 | < 18 , 41 > Zeros   | 0.0810159090909091
17/02/06-23:26:48 | Phase 2 | < 18 , 41 > Num zeros  | 1
17/02/06-23:26:48 | Phase 2 | < 18 , 42 > NI_PLUS   | 99
17/02/06-23:26:48 | Phase 2 | < 18 , 42 > NI_MINUS   | 88
17/02/06-23:26:48 | Phase 2 | < 18 , 42 > h_plus   | 0.199422727272727
17/02/06-23:26:48 | Phase 2 | < 18 , 42 > fraction   | 1.125
17/02/06-23:26:48 | Phase 2 | < 18 , 42 > h_minus   | 0.224350568181818
17/02/06-23:26:49 | Phase 2 | < 18 , 42 > ACC[var,h]  | 0.987373737373737
17/02/06-23:26:49 | Phase 2 | < 18 , 42 > Zeros   | 0.0755494318181819
17/02/06-23:26:49 | Phase 2 | < 18 , 42 > Num zeros  | 1
17/02/06-23:26:49 | Phase 2 | < 18 , 43 > NI_PLUS   | 99
17/02/06-23:26:49 | Phase 2 | < 18 , 43 > NI_MINUS   | 88
17/02/06-23:26:49 | Phase 2 | < 18 , 43 > h_plus   | 0.204281818181818
17/02/06-23:26:49 | Phase 2 | < 18 , 43 > fraction   | 1.125
17/02/06-23:26:49 | Phase 2 | < 18 , 43 > h_minus   | 0.229817045454545
17/02/06-23:26:50 | Phase 2 | < 18 , 43 > ACC[var,h]  | 1
17/02/06-23:26:50 | Phase 2 | < 18 , 43 > Zeros   | 
17/02/06-23:26:50 | Phase 2 | < 18 , 43 > Num zeros  | 0
17/02/06-23:26:50 | Phase 2 | < 18 , 44 > NI_PLUS   | 99
17/02/06-23:26:50 | Phase 2 | < 18 , 44 > NI_MINUS   | 88
17/02/06-23:26:50 | Phase 2 | < 18 , 44 > h_plus   | 0.209140909090909
17/02/06-23:26:50 | Phase 2 | < 18 , 44 > fraction   | 1.125
17/02/06-23:26:50 | Phase 2 | < 18 , 44 > h_minus   | 0.235283522727273
17/02/06-23:26:50 | Phase 2 | < 18 , 44 > ACC[var,h]  | 1
17/02/06-23:26:50 | Phase 2 | < 18 , 44 > Zeros   | 
17/02/06-23:26:50 | Phase 2 | < 18 , 44 > Num zeros  | 0
17/02/06-23:26:50 | Phase 2 | < 18 , 45 > NI_PLUS   | 99
17/02/06-23:26:50 | Phase 2 | < 18 , 45 > NI_MINUS   | 88
17/02/06-23:26:50 | Phase 2 | < 18 , 45 > h_plus   | 0.214
17/02/06-23:26:50 | Phase 2 | < 18 , 45 > fraction   | 1.125
17/02/06-23:26:50 | Phase 2 | < 18 , 45 > h_minus   | 0.24075
17/02/06-23:26:51 | Phase 2 | < 18 , 45 > ACC[var,h]  | 0.977272727272727
17/02/06-23:26:51 | Phase 2 | < 18 , 45 > Zeros   | 0.05915
17/02/06-23:26:51 | Phase 2 | < 18 , 45 > Num zeros  | 1
17/02/06-23:26:51 | Phase 2 | < 18 , 46 > NI_PLUS   | 99
17/02/06-23:26:51 | Phase 2 | < 18 , 46 > NI_MINUS   | 88
17/02/06-23:26:51 | Phase 2 | < 18 , 46 > h_plus   | 0.218859090909091
17/02/06-23:26:51 | Phase 2 | < 18 , 46 > fraction   | 1.125
17/02/06-23:26:51 | Phase 2 | < 18 , 46 > h_minus   | 0.246216477272727
17/02/06-23:26:51 | Phase 2 | < 18 , 46 > ACC[var,h]  | 0.977272727272727
17/02/06-23:26:51 | Phase 2 | < 18 , 46 > Zeros   | 0.0536835227272728
17/02/06-23:26:51 | Phase 2 | < 18 , 46 > Num zeros  | 1
17/02/06-23:26:51 | Phase 2 | < 18 , 47 > NI_PLUS   | 99
17/02/06-23:26:51 | Phase 2 | < 18 , 47 > NI_MINUS   | 88
17/02/06-23:26:51 | Phase 2 | < 18 , 47 > h_plus   | 0.223718181818182
17/02/06-23:26:51 | Phase 2 | < 18 , 47 > fraction   | 1.125
17/02/06-23:26:51 | Phase 2 | < 18 , 47 > h_minus   | 0.251682954545455
17/02/06-23:26:52 | Phase 2 | < 18 , 47 > ACC[var,h]  | 1
17/02/06-23:26:52 | Phase 2 | < 18 , 47 > Zeros   | 
17/02/06-23:26:52 | Phase 2 | < 18 , 47 > Num zeros  | 0
17/02/06-23:26:52 | Phase 2 | < 18 , 48 > NI_PLUS   | 99
17/02/06-23:26:52 | Phase 2 | < 18 , 48 > NI_MINUS   | 88
17/02/06-23:26:52 | Phase 2 | < 18 , 48 > h_plus   | 0.228577272727273
17/02/06-23:26:52 | Phase 2 | < 18 , 48 > fraction   | 1.125
17/02/06-23:26:52 | Phase 2 | < 18 , 48 > h_minus   | 0.257149431818182
17/02/06-23:26:52 | Phase 2 | < 18 , 48 > ACC[var,h]  | 1
17/02/06-23:26:52 | Phase 2 | < 18 , 48 > Zeros   | 
17/02/06-23:26:52 | Phase 2 | < 18 , 48 > Num zeros  | 0
17/02/06-23:26:52 | Phase 2 | < 18 , 49 > NI_PLUS   | 99
17/02/06-23:26:52 | Phase 2 | < 18 , 49 > NI_MINUS   | 88
17/02/06-23:26:52 | Phase 2 | < 18 , 49 > h_plus   | 0.233436363636364
17/02/06-23:26:52 | Phase 2 | < 18 , 49 > fraction   | 1.125
17/02/06-23:26:52 | Phase 2 | < 18 , 49 > h_minus   | 0.262615909090909
17/02/06-23:26:53 | Phase 2 | < 18 , 49 > ACC[var,h]  | 1
17/02/06-23:26:53 | Phase 2 | < 18 , 49 > Zeros   | 
17/02/06-23:26:53 | Phase 2 | < 18 , 49 > Num zeros  | 0
17/02/06-23:26:53 | Phase 2 | < 18 , 50 > NI_PLUS   | 99
17/02/06-23:26:53 | Phase 2 | < 18 , 50 > NI_MINUS   | 88
17/02/06-23:26:53 | Phase 2 | < 18 , 50 > h_plus   | 0.238295454545455
17/02/06-23:26:53 | Phase 2 | < 18 , 50 > fraction   | 1.125
17/02/06-23:26:53 | Phase 2 | < 18 , 50 > h_minus   | 0.268082386363636
17/02/06-23:26:54 | Phase 2 | < 18 , 50 > ACC[var,h]  | 1
17/02/06-23:26:54 | Phase 2 | < 18 , 50 > Zeros   | 
17/02/06-23:26:54 | Phase 2 | < 18 , 50 > Num zeros  | 0
17/02/06-23:26:54 | Phase 2 | < 18 , 51 > NI_PLUS   | 99
17/02/06-23:26:54 | Phase 2 | < 18 , 51 > NI_MINUS   | 88
17/02/06-23:26:54 | Phase 2 | < 18 , 51 > h_plus   | 0.243154545454545
17/02/06-23:26:54 | Phase 2 | < 18 , 51 > fraction   | 1.125
17/02/06-23:26:54 | Phase 2 | < 18 , 51 > h_minus   | 0.273548863636364
17/02/06-23:26:54 | Phase 2 | < 18 , 51 > ACC[var,h]  | 1
17/02/06-23:26:54 | Phase 2 | < 18 , 51 > Zeros   | 
17/02/06-23:26:54 | Phase 2 | < 18 , 51 > Num zeros  | 0
17/02/06-23:26:54 | Phase 2 | < 18 , 52 > NI_PLUS   | 99
17/02/06-23:26:54 | Phase 2 | < 18 , 52 > NI_MINUS   | 88
17/02/06-23:26:54 | Phase 2 | < 18 , 52 > h_plus   | 0.248013636363636
17/02/06-23:26:54 | Phase 2 | < 18 , 52 > fraction   | 1.125
17/02/06-23:26:54 | Phase 2 | < 18 , 52 > h_minus   | 0.279015340909091
17/02/06-23:26:55 | Phase 2 | < 18 , 52 > ACC[var,h]  | 1
17/02/06-23:26:55 | Phase 2 | < 18 , 52 > Zeros   | 
17/02/06-23:26:55 | Phase 2 | < 18 , 52 > Num zeros  | 0
17/02/06-23:26:55 | Phase 2 | < 18 , 53 > NI_PLUS   | 99
17/02/06-23:26:55 | Phase 2 | < 18 , 53 > NI_MINUS   | 88
17/02/06-23:26:55 | Phase 2 | < 18 , 53 > h_plus   | 0.252872727272727
17/02/06-23:26:55 | Phase 2 | < 18 , 53 > fraction   | 1.125
17/02/06-23:26:55 | Phase 2 | < 18 , 53 > h_minus   | 0.284481818181818
17/02/06-23:26:55 | Phase 2 | < 18 , 53 > ACC[var,h]  | 1
17/02/06-23:26:55 | Phase 2 | < 18 , 53 > Zeros   | 
17/02/06-23:26:55 | Phase 2 | < 18 , 53 > Num zeros  | 0
17/02/06-23:26:55 | Phase 2 | < 18 , 54 > NI_PLUS   | 99
17/02/06-23:26:55 | Phase 2 | < 18 , 54 > NI_MINUS   | 88
17/02/06-23:26:55 | Phase 2 | < 18 , 54 > h_plus   | 0.257731818181818
17/02/06-23:26:55 | Phase 2 | < 18 , 54 > fraction   | 1.125
17/02/06-23:26:55 | Phase 2 | < 18 , 54 > h_minus   | 0.289948295454545
17/02/06-23:26:56 | Phase 2 | < 18 , 54 > ACC[var,h]  | 1
17/02/06-23:26:56 | Phase 2 | < 18 , 54 > Zeros   | 
17/02/06-23:26:56 | Phase 2 | < 18 , 54 > Num zeros  | 0
17/02/06-23:26:56 | Phase 2 | < 18 , 55 > NI_PLUS   | 99
17/02/06-23:26:56 | Phase 2 | < 18 , 55 > NI_MINUS   | 88
17/02/06-23:26:56 | Phase 2 | < 18 , 55 > h_plus   | 0.262590909090909
17/02/06-23:26:56 | Phase 2 | < 18 , 55 > fraction   | 1.125
17/02/06-23:26:56 | Phase 2 | < 18 , 55 > h_minus   | 0.295414772727273
17/02/06-23:26:57 | Phase 2 | < 18 , 55 > ACC[var,h]  | 1
17/02/06-23:26:57 | Phase 2 | < 18 , 55 > Zeros   | 
17/02/06-23:26:57 | Phase 2 | < 18 , 55 > Num zeros  | 0
17/02/06-23:26:57 | Phase 2 | < 18 , 56 > NI_PLUS   | 99
17/02/06-23:26:57 | Phase 2 | < 18 , 56 > NI_MINUS   | 88
17/02/06-23:26:57 | Phase 2 | < 18 , 56 > h_plus   | 0.26745
17/02/06-23:26:57 | Phase 2 | < 18 , 56 > fraction   | 1.125
17/02/06-23:26:57 | Phase 2 | < 18 , 56 > h_minus   | 0.30088125
17/02/06-23:26:57 | Phase 2 | < 18 , 56 > ACC[var,h]  | 1
17/02/06-23:26:57 | Phase 2 | < 18 , 56 > Zeros   | 
17/02/06-23:26:57 | Phase 2 | < 18 , 56 > Num zeros  | 0
17/02/06-23:26:57 | Phase 2 | < 18 , 57 > NI_PLUS   | 99
17/02/06-23:26:57 | Phase 2 | < 18 , 57 > NI_MINUS   | 88
17/02/06-23:26:57 | Phase 2 | < 18 , 57 > h_plus   | 0.272309090909091
17/02/06-23:26:57 | Phase 2 | < 18 , 57 > fraction   | 1.125
17/02/06-23:26:57 | Phase 2 | < 18 , 57 > h_minus   | 0.306347727272727
17/02/06-23:26:58 | Phase 2 | < 18 , 57 > ACC[var,h]  | 1
17/02/06-23:26:58 | Phase 2 | < 18 , 57 > Zeros   | 
17/02/06-23:26:58 | Phase 2 | < 18 , 57 > Num zeros  | 0
17/02/06-23:26:58 | Phase 2 | < 18 , 58 > NI_PLUS   | 99
17/02/06-23:26:58 | Phase 2 | < 18 , 58 > NI_MINUS   | 88
17/02/06-23:26:58 | Phase 2 | < 18 , 58 > h_plus   | 0.277168181818182
17/02/06-23:26:58 | Phase 2 | < 18 , 58 > fraction   | 1.125
17/02/06-23:26:58 | Phase 2 | < 18 , 58 > h_minus   | 0.311814204545455
17/02/06-23:26:58 | Phase 2 | < 18 , 58 > ACC[var,h]  | 1
17/02/06-23:26:58 | Phase 2 | < 18 , 58 > Zeros   | 
17/02/06-23:26:58 | Phase 2 | < 18 , 58 > Num zeros  | 0
17/02/06-23:26:58 | Phase 2 | < 18 , 59 > NI_PLUS   | 99
17/02/06-23:26:58 | Phase 2 | < 18 , 59 > NI_MINUS   | 88
17/02/06-23:26:58 | Phase 2 | < 18 , 59 > h_plus   | 0.282027272727273
17/02/06-23:26:58 | Phase 2 | < 18 , 59 > fraction   | 1.125
17/02/06-23:26:58 | Phase 2 | < 18 , 59 > h_minus   | 0.317280681818182
17/02/06-23:26:59 | Phase 2 | < 18 , 59 > ACC[var,h]  | 1
17/02/06-23:26:59 | Phase 2 | < 18 , 59 > Zeros   | 
17/02/06-23:26:59 | Phase 2 | < 18 , 59 > Num zeros  | 0
17/02/06-23:26:59 | Phase 2 | < 18 , 60 > NI_PLUS   | 99
17/02/06-23:26:59 | Phase 2 | < 18 , 60 > NI_MINUS   | 88
17/02/06-23:26:59 | Phase 2 | < 18 , 60 > h_plus   | 0.286886363636364
17/02/06-23:26:59 | Phase 2 | < 18 , 60 > fraction   | 1.125
17/02/06-23:26:59 | Phase 2 | < 18 , 60 > h_minus   | 0.322747159090909
17/02/06-23:27:00 | Phase 2 | < 18 , 60 > ACC[var,h]  | 1
17/02/06-23:27:00 | Phase 2 | < 18 , 60 > Zeros   | 
17/02/06-23:27:00 | Phase 2 | < 18 , 60 > Num zeros  | 0
17/02/06-23:27:00 | Phase 2 | < 18 , 61 > NI_PLUS   | 99
17/02/06-23:27:00 | Phase 2 | < 18 , 61 > NI_MINUS   | 88
17/02/06-23:27:00 | Phase 2 | < 18 , 61 > h_plus   | 0.291745454545455
17/02/06-23:27:00 | Phase 2 | < 18 , 61 > fraction   | 1.125
17/02/06-23:27:00 | Phase 2 | < 18 , 61 > h_minus   | 0.328213636363636
17/02/06-23:27:00 | Phase 2 | < 18 , 61 > ACC[var,h]  | 1
17/02/06-23:27:00 | Phase 2 | < 18 , 61 > Zeros   | 
17/02/06-23:27:00 | Phase 2 | < 18 , 61 > Num zeros  | 0
17/02/06-23:27:00 | Phase 2 | < 18 , 62 > NI_PLUS   | 99
17/02/06-23:27:00 | Phase 2 | < 18 , 62 > NI_MINUS   | 88
17/02/06-23:27:00 | Phase 2 | < 18 , 62 > h_plus   | 0.296604545454545
17/02/06-23:27:00 | Phase 2 | < 18 , 62 > fraction   | 1.125
17/02/06-23:27:00 | Phase 2 | < 18 , 62 > h_minus   | 0.333680113636364
17/02/06-23:27:01 | Phase 2 | < 18 , 62 > ACC[var,h]  | 1
17/02/06-23:27:01 | Phase 2 | < 18 , 62 > Zeros   | 
17/02/06-23:27:01 | Phase 2 | < 18 , 62 > Num zeros  | 0
17/02/06-23:27:01 | Phase 2 | < 18 , 63 > NI_PLUS   | 99
17/02/06-23:27:01 | Phase 2 | < 18 , 63 > NI_MINUS   | 88
17/02/06-23:27:01 | Phase 2 | < 18 , 63 > h_plus   | 0.301463636363636
17/02/06-23:27:01 | Phase 2 | < 18 , 63 > fraction   | 1.125
17/02/06-23:27:01 | Phase 2 | < 18 , 63 > h_minus   | 0.339146590909091
17/02/06-23:27:02 | Phase 2 | < 18 , 63 > ACC[var,h]  | 1
17/02/06-23:27:02 | Phase 2 | < 18 , 63 > Zeros   | 
17/02/06-23:27:02 | Phase 2 | < 18 , 63 > Num zeros  | 0
17/02/06-23:27:02 | Phase 2 | < 18 , 64 > NI_PLUS   | 99
17/02/06-23:27:02 | Phase 2 | < 18 , 64 > NI_MINUS   | 88
17/02/06-23:27:02 | Phase 2 | < 18 , 64 > h_plus   | 0.306322727272727
17/02/06-23:27:02 | Phase 2 | < 18 , 64 > fraction   | 1.125
17/02/06-23:27:02 | Phase 2 | < 18 , 64 > h_minus   | 0.344613068181818
17/02/06-23:27:02 | Phase 2 | < 18 , 64 > ACC[var,h]  | 1
17/02/06-23:27:02 | Phase 2 | < 18 , 64 > Zeros   | 
17/02/06-23:27:02 | Phase 2 | < 18 , 64 > Num zeros  | 0
17/02/06-23:27:02 | Phase 2 | < 18 , 65 > NI_PLUS   | 99
17/02/06-23:27:02 | Phase 2 | < 18 , 65 > NI_MINUS   | 88
17/02/06-23:27:02 | Phase 2 | < 18 , 65 > h_plus   | 0.311181818181818
17/02/06-23:27:02 | Phase 2 | < 18 , 65 > fraction   | 1.125
17/02/06-23:27:02 | Phase 2 | < 18 , 65 > h_minus   | 0.350079545454545
17/02/06-23:27:03 | Phase 2 | < 18 , 65 > ACC[var,h]  | 0.978535353535354
17/02/06-23:27:03 | Phase 2 | < 18 , 65 > Zeros   | 0.537332480414105
17/02/06-23:27:03 | Phase 2 | < 18 , 65 > Num zeros  | 1
17/02/06-23:27:03 | Phase 2 | < 18 , 66 > NI_PLUS   | 99
17/02/06-23:27:03 | Phase 2 | < 18 , 66 > NI_MINUS   | 88
17/02/06-23:27:03 | Phase 2 | < 18 , 66 > h_plus   | 0.316040909090909
17/02/06-23:27:03 | Phase 2 | < 18 , 66 > fraction   | 1.125
17/02/06-23:27:03 | Phase 2 | < 18 , 66 > h_minus   | 0.355546022727273
17/02/06-23:27:04 | Phase 2 | < 18 , 66 > ACC[var,h]  | 0.97979797979798
17/02/06-23:27:04 | Phase 2 | < 18 , 66 > Zeros   | 0.535412708980165
17/02/06-23:27:04 | Phase 2 | < 18 , 66 > Num zeros  | 1
17/02/06-23:27:04 | Phase 2 | < 18 , 67 > NI_PLUS   | 99
17/02/06-23:27:04 | Phase 2 | < 18 , 67 > NI_MINUS   | 88
17/02/06-23:27:04 | Phase 2 | < 18 , 67 > h_plus   | 0.3209
17/02/06-23:27:04 | Phase 2 | < 18 , 67 > fraction   | 1.125
17/02/06-23:27:04 | Phase 2 | < 18 , 67 > h_minus   | 0.3610125
17/02/06-23:27:04 | Phase 2 | < 18 , 67 > ACC[var,h]  | 0.97979797979798
17/02/06-23:27:04 | Phase 2 | < 18 , 67 > Zeros   | 0.533463954767377
17/02/06-23:27:04 | Phase 2 | < 18 , 67 > Num zeros  | 1
17/02/06-23:27:04 | Phase 2 | < 18 , 68 > NI_PLUS   | 99
17/02/06-23:27:04 | Phase 2 | < 18 , 68 > NI_MINUS   | 88
17/02/06-23:27:04 | Phase 2 | < 18 , 68 > h_plus   | 0.325759090909091
17/02/06-23:27:04 | Phase 2 | < 18 , 68 > fraction   | 1.125
17/02/06-23:27:04 | Phase 2 | < 18 , 68 > h_minus   | 0.366478977272727
17/02/06-23:27:05 | Phase 2 | < 18 , 68 > ACC[var,h]  | 0.97979797979798
17/02/06-23:27:05 | Phase 2 | < 18 , 68 > Zeros   | 0.5314862520013
17/02/06-23:27:05 | Phase 2 | < 18 , 68 > Num zeros  | 1
17/02/06-23:27:05 | Phase 2 | < 18 , 69 > NI_PLUS   | 99
17/02/06-23:27:05 | Phase 2 | < 18 , 69 > NI_MINUS   | 88
17/02/06-23:27:05 | Phase 2 | < 18 , 69 > h_plus   | 0.330618181818182
17/02/06-23:27:05 | Phase 2 | < 18 , 69 > fraction   | 1.125
17/02/06-23:27:05 | Phase 2 | < 18 , 69 > h_minus   | 0.371945454545455
17/02/06-23:27:06 | Phase 2 | < 18 , 69 > ACC[var,h]  | 1
17/02/06-23:27:06 | Phase 2 | < 18 , 69 > Zeros   | 
17/02/06-23:27:06 | Phase 2 | < 18 , 69 > Num zeros  | 0
17/02/06-23:27:06 | Phase 2 | < 18 , 70 > NI_PLUS   | 99
17/02/06-23:27:06 | Phase 2 | < 18 , 70 > NI_MINUS   | 88
17/02/06-23:27:06 | Phase 2 | < 18 , 70 > h_plus   | 0.335477272727273
17/02/06-23:27:06 | Phase 2 | < 18 , 70 > fraction   | 1.125
17/02/06-23:27:06 | Phase 2 | < 18 , 70 > h_minus   | 0.377411931818182
17/02/06-23:27:07 | Phase 2 | < 18 , 70 > ACC[var,h]  | 1
17/02/06-23:27:07 | Phase 2 | < 18 , 70 > Zeros   | 
17/02/06-23:27:07 | Phase 2 | < 18 , 70 > Num zeros  | 0
17/02/06-23:27:07 | Phase 2 | < 18 , 71 > NI_PLUS   | 99
17/02/06-23:27:07 | Phase 2 | < 18 , 71 > NI_MINUS   | 88
17/02/06-23:27:07 | Phase 2 | < 18 , 71 > h_plus   | 0.340336363636364
17/02/06-23:27:07 | Phase 2 | < 18 , 71 > fraction   | 1.125
17/02/06-23:27:07 | Phase 2 | < 18 , 71 > h_minus   | 0.382878409090909
17/02/06-23:27:07 | Phase 2 | < 18 , 71 > ACC[var,h]  | 1
17/02/06-23:27:07 | Phase 2 | < 18 , 71 > Zeros   | 
17/02/06-23:27:07 | Phase 2 | < 18 , 71 > Num zeros  | 0
17/02/06-23:27:07 | Phase 2 | < 18 , 72 > NI_PLUS   | 99
17/02/06-23:27:07 | Phase 2 | < 18 , 72 > NI_MINUS   | 88
17/02/06-23:27:07 | Phase 2 | < 18 , 72 > h_plus   | 0.345195454545455
17/02/06-23:27:07 | Phase 2 | < 18 , 72 > fraction   | 1.125
17/02/06-23:27:07 | Phase 2 | < 18 , 72 > h_minus   | 0.388344886363636
17/02/06-23:27:08 | Phase 2 | < 18 , 72 > ACC[var,h]  | 1
17/02/06-23:27:08 | Phase 2 | < 18 , 72 > Zeros   | 
17/02/06-23:27:08 | Phase 2 | < 18 , 72 > Num zeros  | 0
17/02/06-23:27:08 | Phase 2 | < 18 , 73 > NI_PLUS   | 99
17/02/06-23:27:08 | Phase 2 | < 18 , 73 > NI_MINUS   | 88
17/02/06-23:27:08 | Phase 2 | < 18 , 73 > h_plus   | 0.350054545454545
17/02/06-23:27:08 | Phase 2 | < 18 , 73 > fraction   | 1.125
17/02/06-23:27:08 | Phase 2 | < 18 , 73 > h_minus   | 0.393811363636364
17/02/06-23:27:09 | Phase 2 | < 18 , 73 > ACC[var,h]  | 1
17/02/06-23:27:09 | Phase 2 | < 18 , 73 > Zeros   | 
17/02/06-23:27:09 | Phase 2 | < 18 , 73 > Num zeros  | 0
17/02/06-23:27:09 | Phase 2 | < 18 , 74 > NI_PLUS   | 99
17/02/06-23:27:09 | Phase 2 | < 18 , 74 > NI_MINUS   | 88
17/02/06-23:27:09 | Phase 2 | < 18 , 74 > h_plus   | 0.354913636363636
17/02/06-23:27:09 | Phase 2 | < 18 , 74 > fraction   | 1.125
17/02/06-23:27:09 | Phase 2 | < 18 , 74 > h_minus   | 0.399277840909091
17/02/06-23:27:10 | Phase 2 | < 18 , 74 > ACC[var,h]  | 1
17/02/06-23:27:10 | Phase 2 | < 18 , 74 > Zeros   | 
17/02/06-23:27:10 | Phase 2 | < 18 , 74 > Num zeros  | 0
17/02/06-23:27:10 | Phase 2 | < 18 , 75 > NI_PLUS   | 99
17/02/06-23:27:10 | Phase 2 | < 18 , 75 > NI_MINUS   | 88
17/02/06-23:27:10 | Phase 2 | < 18 , 75 > h_plus   | 0.359772727272727
17/02/06-23:27:10 | Phase 2 | < 18 , 75 > fraction   | 1.125
17/02/06-23:27:10 | Phase 2 | < 18 , 75 > h_minus   | 0.404744318181818
17/02/06-23:27:10 | Phase 2 | < 18 , 75 > ACC[var,h]  | 1
17/02/06-23:27:10 | Phase 2 | < 18 , 75 > Zeros   | 
17/02/06-23:27:10 | Phase 2 | < 18 , 75 > Num zeros  | 0
17/02/06-23:27:10 | Phase 2 | < 18 , 76 > NI_PLUS   | 99
17/02/06-23:27:10 | Phase 2 | < 18 , 76 > NI_MINUS   | 88
17/02/06-23:27:10 | Phase 2 | < 18 , 76 > h_plus   | 0.364631818181818
17/02/06-23:27:10 | Phase 2 | < 18 , 76 > fraction   | 1.125
17/02/06-23:27:10 | Phase 2 | < 18 , 76 > h_minus   | 0.410210795454545
17/02/06-23:27:11 | Phase 2 | < 18 , 76 > ACC[var,h]  | 1
17/02/06-23:27:11 | Phase 2 | < 18 , 76 > Zeros   | 
17/02/06-23:27:11 | Phase 2 | < 18 , 76 > Num zeros  | 0
17/02/06-23:27:11 | Phase 2 | < 18 , 77 > NI_PLUS   | 99
17/02/06-23:27:11 | Phase 2 | < 18 , 77 > NI_MINUS   | 88
17/02/06-23:27:11 | Phase 2 | < 18 , 77 > h_plus   | 0.369490909090909
17/02/06-23:27:11 | Phase 2 | < 18 , 77 > fraction   | 1.125
17/02/06-23:27:11 | Phase 2 | < 18 , 77 > h_minus   | 0.415677272727273
17/02/06-23:27:12 | Phase 2 | < 18 , 77 > ACC[var,h]  | 1
17/02/06-23:27:12 | Phase 2 | < 18 , 77 > Zeros   | 
17/02/06-23:27:12 | Phase 2 | < 18 , 77 > Num zeros  | 0
17/02/06-23:27:12 | Phase 2 | < 18 , 78 > NI_PLUS   | 99
17/02/06-23:27:12 | Phase 2 | < 18 , 78 > NI_MINUS   | 88
17/02/06-23:27:12 | Phase 2 | < 18 , 78 > h_plus   | 0.37435
17/02/06-23:27:12 | Phase 2 | < 18 , 78 > fraction   | 1.125
17/02/06-23:27:12 | Phase 2 | < 18 , 78 > h_minus   | 0.42114375
17/02/06-23:27:13 | Phase 2 | < 18 , 78 > ACC[var,h]  | 1
17/02/06-23:27:13 | Phase 2 | < 18 , 78 > Zeros   | 
17/02/06-23:27:13 | Phase 2 | < 18 , 78 > Num zeros  | 0
17/02/06-23:27:13 | Phase 2 | < 18 , 79 > NI_PLUS   | 99
17/02/06-23:27:13 | Phase 2 | < 18 , 79 > NI_MINUS   | 88
17/02/06-23:27:13 | Phase 2 | < 18 , 79 > h_plus   | 0.379209090909091
17/02/06-23:27:13 | Phase 2 | < 18 , 79 > fraction   | 1.125
17/02/06-23:27:13 | Phase 2 | < 18 , 79 > h_minus   | 0.426610227272727
17/02/06-23:27:14 | Phase 2 | < 18 , 79 > ACC[var,h]  | 1
17/02/06-23:27:14 | Phase 2 | < 18 , 79 > Zeros   | 
17/02/06-23:27:14 | Phase 2 | < 18 , 79 > Num zeros  | 0
17/02/06-23:27:14 | Phase 2 | < 18 , 80 > NI_PLUS   | 99
17/02/06-23:27:14 | Phase 2 | < 18 , 80 > NI_MINUS   | 88
17/02/06-23:27:14 | Phase 2 | < 18 , 80 > h_plus   | 0.384068181818182
17/02/06-23:27:14 | Phase 2 | < 18 , 80 > fraction   | 1.125
17/02/06-23:27:14 | Phase 2 | < 18 , 80 > h_minus   | 0.432076704545455
17/02/06-23:27:14 | Phase 2 | < 18 , 80 > ACC[var,h]  | 1
17/02/06-23:27:14 | Phase 2 | < 18 , 80 > Zeros   | 
17/02/06-23:27:14 | Phase 2 | < 18 , 80 > Num zeros  | 0
17/02/06-23:27:14 | Phase 2 | < 18 , 81 > NI_PLUS   | 99
